,DATE,AWND,PRCP,TAVG,TMAX,TMIN
4086,2017-09-06,3.6,11.2,21.1,23.3,16.1
4087,2017-09-07,4.9,0.0,18.6,23.9,16.1
4088,2017-09-08,5.4,0.0,19.7,22.8,16.1
4089,2017-09-09,4.4,0.0,17.6,20.6,14.4
4090,2017-09-10,4.5,0.0,18.3,22.8,15.0
4091,2017-09-11,2.5,0.0,19.8,25.6,15.0
4092,2017-09-12,1.8,0.0,22.2,27.8,17.2
4093,2017-09-13,2.6,0.5,23.3,28.9,19.4
4094,2017-09-14,3.7,0.0,23.9,28.3,21.1
4095,2017-09-15,2.9,0.0,24.8,27.8,21.1
4096,2017-09-16,2.9,0.0,23.4,26.7,20.6
4097,2017-09-17,2.9,0.0,22.7,27.2,20.6
4098,2017-09-18,5.1,0.0,21.4,23.3,20.0
4099,2017-09-19,7.3,4.8,22.4,25.6,20.6
4100,2017-09-20,6.3,0.0,23.3,25.6,21.7
4101,2017-09-21,5.1,0.0,24.3,26.1,22.2
4102,2017-09-22,6.1,0.0,23.2,27.2,20.0
4103,2017-09-23,4.3,0.0,24.7,30.0,21.1
4104,2017-09-24,2.0,0.0,26.4,32.8,21.7
4105,2017-09-25,2.9,0.0,25.3,30.0,21.7
4106,2017-09-26,2.9,0.0,23.2,27.2,20.0
4107,2017-09-27,3.9,0.0,23.9,28.9,21.1
4108,2017-09-28,7.2,0.0,23.4,25.0,16.1
4109,2017-09-29,2.9,0.0,17.4,21.1,13.9
4110,2017-09-30,5.7,0.0,16.7,18.9,12.8
4111,2017-10-01,2.9,0.0,14.9,21.1,11.1
4112,2017-10-02,2.3,0.0,18.1,23.3,13.3
4113,2017-10-03,2.8,0.0,17.8,21.7,15.0
4114,2017-10-04,4.4,0.0,18.2,23.9,14.4
4115,2017-10-05,4.6,0.0,22.8,28.9,18.9
4116,2017-10-06,2.8,0.0,23.7,27.8,21.1
4117,2017-10-07,4.3,0.0,22.4,27.8,18.9
4118,2017-10-08,4.1,9.4,23.3,26.7,21.7
4119,2017-10-09,4.9,5.8,23.3,26.1,21.7
4120,2017-10-10,3.6,0.0,23.9,27.2,20.6
4121,2017-10-11,4.5,1.0,21.6,25.6,16.7
4122,2017-10-12,7.5,0.8,17.1,18.3,13.3
4123,2017-10-13,5.1,0.0,15.1,20.0,11.7
4124,2017-10-14,2.7,0.8,18.7,22.8,16.7
4125,2017-10-15,4.5,0.0,21.0,23.9,18.9
4126,2017-10-16,7.6,0.3,17.0,21.7,8.9
4127,2017-10-17,3.7,0.0,11.0,16.1,7.2
4128,2017-10-18,2.9,0.0,15.6,23.3,11.1
4129,2017-10-19,4.4,0.0,18.2,22.2,14.4
4130,2017-10-20,4.8,0.0,19.4,23.3,16.7
4131,2017-10-21,2.2,0.0,19.8,26.1,14.4
4132,2017-10-22,2.3,0.0,19.3,24.4,14.4
4133,2017-10-23,4.9,0.0,19.4,23.9,16.1
4134,2017-10-24,8.1,3.3,21.6,24.4,19.4
4135,2017-10-25,3.0,0.0,18.2,20.0,15.0
4136,2017-10-26,6.0,0.0,14.4,15.0,11.1
4137,2017-10-27,3.6,0.0,13.2,17.2,10.6
4138,2017-10-28,4.9,0.0,16.1,20.0,12.2
4139,2017-10-29,6.8,70.6,17.8,20.0,16.1
4140,2017-10-30,7.3,4.1,13.9,16.7,8.3
4141,2017-10-31,6.7,0.0,12.1,14.4,8.9
4142,2017-11-01,3.2,0.0,10.8,15.0,8.3
4143,2017-11-02,3.6,0.0,17.2,22.2,14.4
4144,2017-11-03,5.1,0.0,18.9,23.9,11.7
4145,2017-11-04,4.4,0.0,11.7,13.3,8.9
4146,2017-11-05,3.5,2.5,12.7,16.7,11.1
4147,2017-11-06,5.0,0.0,17.0,18.9,8.9
4148,2017-11-07,5.0,15.2,8.9,10.6,5.0
4149,2017-11-08,4.3,0.0,6.3,10.0,4.4
4150,2017-11-09,3.6,0.0,8.7,13.3,5.6
4151,2017-11-10,9.0,0.0,6.9,11.7,-2.7
4152,2017-11-11,4.3,0.0,-0.6,3.9,-3.2
4153,2017-11-12,2.1,0.0,4.2,8.3,1.1
4154,2017-11-13,3.8,1.3,7.4,10.0,5.6
4155,2017-11-14,4.3,0.0,6.1,8.3,3.9
4156,2017-11-15,3.9,0.0,6.4,10.6,3.3
4157,2017-11-16,5.8,19.8,11.2,15.0,7.2
4158,2017-11-17,8.3,0.0,7.5,9.4,5.0
4159,2017-11-18,3.1,3.0,6.7,13.3,2.2
4160,2017-11-19,8.9,5.8,11.9,15.6,4.4
4161,2017-11-20,6.6,0.0,6.2,8.9,2.8
4162,2017-11-21,5.2,0.0,9.5,15.0,6.1
4163,2017-11-22,5.7,4.1,10.9,12.8,2.8
4164,2017-11-23,4.4,0.0,3.7,7.2,1.1
4165,2017-11-24,2.9,0.0,6.1,10.6,2.8
4166,2017-11-25,3.9,0.0,9.2,14.4,5.6
4167,2017-11-26,6.9,0.0,9.6,11.7,5.6
4168,2017-11-27,6.2,0.0,7.4,11.1,5.6
4169,2017-11-28,4.3,0.0,6.7,11.7,2.8
4170,2017-11-29,5.4,0.0,12.4,17.8,6.7
4171,2017-11-30,3.5,0.5,6.8,12.2,4.4
4172,2017-12-01,4.8,0.0,10.2,11.7,6.1
4173,2017-12-02,2.5,0.0,6.8,8.9,4.4
4174,2017-12-03,2.5,0.0,7.4,8.9,5.6
4175,2017-12-04,3.2,0.0,7.5,11.1,4.4
4176,2017-12-05,6.0,17.5,12.1,15.6,10.0
4177,2017-12-06,6.1,0.0,10.1,15.0,5.0
4178,2017-12-07,6.9,0.0,5.9,7.8,4.4
4179,2017-12-08,4.0,0.0,3.9,5.0,2.2
4180,2017-12-09,3.7,8.6,1.8,2.8,-0.5
4181,2017-12-10,5.8,0.0,1.7,4.4,0.0
4182,2017-12-11,4.1,0.0,3.3,6.1,1.7
4183,2017-12-12,6.7,0.0,6.9,10.6,0.0
4184,2017-12-13,10.0,0.0,-1.6,0.6,-5.5
4185,2017-12-14,5.5,1.8,-2.1,0.6,-4.3
4186,2017-12-15,3.0,3.3,-3.6,-1.0,-4.9
4187,2017-12-16,6.5,0.0,-0.6,4.4,-3.8
4188,2017-12-17,2.7,0.0,2.1,2.8,0.6
4189,2017-12-18,3.0,0.5,3.6,8.9,1.1
4190,2017-12-19,6.3,0.0,10.1,13.3,7.8
4191,2017-12-20,7.4,0.0,8.7,11.7,2.2
4192,2017-12-21,3.8,0.0,2.9,5.0,1.1
4193,2017-12-22,3.8,0.0,4.5,10.6,2.2
4194,2017-12-23,4.0,13.7,5.1,11.7,3.3
4195,2017-12-24,5.5,0.3,4.6,5.0,2.2
4196,2017-12-25,8.8,5.6,2.4,3.9,-2.1
4197,2017-12-26,7.1,0.0,-2.8,-1.6,-4.3
4198,2017-12-27,6.1,0.0,-5.1,-3.8,-7.7
4199,2017-12-28,8.0,0.0,-8.2,-7.1,-11.0
4200,2017-12-29,5.8,0.0,-9.2,-5.5,-11.0
4201,2017-12-30,4.2,0.8,-6.6,-4.3,-7.7
4202,2017-12-31,8.2,0.0,-7.7,-5.5,-12.1
4203,2018-01-01,7.6,0.0,-10.8,-7.1,-13.2
4204,2018-01-02,6.2,0.0,-7.6,-3.2,-9.9
4205,2018-01-03,3.1,0.0,-5.2,-1.0,-8.2
4206,2018-01-04,11.1,13.0,-3.3,-1.6,-6.6
4207,2018-01-05,11.1,0.0,-8.5,-6.6,-12.1
4208,2018-01-06,9.7,0.0,-11.2,-9.3,-13.2
4209,2018-01-07,5.1,0.0,-11.8,-7.7,-14.3
4210,2018-01-08,5.1,0.0,-5.4,0.6,-7.7
4211,2018-01-09,5.5,0.0,1.9,6.1,-1.0
4212,2018-01-10,2.7,0.0,1.2,4.4,-3.2
4213,2018-01-11,2.3,0.0,4.5,8.3,1.7
4214,2018-01-12,5.1,17.5,8.8,15.6,2.8
4215,2018-01-13,8.5,2.8,5.4,11.7,-6.6
4216,2018-01-14,6.4,0.0,-6.7,-4.3,-9.3
4217,2018-01-15,5.9,0.0,-5.8,-1.0,-8.8
4218,2018-01-16,3.4,0.0,-2.3,1.1,-4.3
4219,2018-01-17,4.8,4.3,1.0,2.2,-4.9
4220,2018-01-18,6.3,0.0,-3.3,0.6,-6.6
4221,2018-01-19,4.6,0.0,-0.4,4.4,-3.2
4222,2018-01-20,5.7,0.0,6.3,12.2,2.8
4223,2018-01-21,2.2,0.0,7.8,11.1,5.6
4224,2018-01-22,4.4,0.0,5.6,7.2,2.2
4225,2018-01-23,5.1,7.9,7.1,15.6,2.2
4226,2018-01-24,7.6,0.0,6.1,7.2,-2.1
4227,2018-01-25,6.6,0.0,-1.4,1.7,-4.3
4228,2018-01-26,3.0,0.0,0.0,3.9,-2.1
4229,2018-01-27,4.1,0.0,5.6,13.9,1.7
4230,2018-01-28,2.9,6.9,10.2,12.2,5.6
4231,2018-01-29,5.8,0.0,6.0,6.7,1.1
4232,2018-01-30,6.3,1.5,1.2,2.8,-3.2
4233,2018-01-31,5.6,0.0,-3.2,1.1,-7.1
4234,2018-02-01,3.5,1.3,2.7,7.2,0.6
4235,2018-02-02,9.1,4.6,0.8,3.9,-7.7
4236,2018-02-03,5.8,0.0,-5.3,0.0,-8.2
4237,2018-02-04,3.7,25.7,1.6,8.3,-0.5
4238,2018-02-05,6.2,0.0,3.0,5.0,-2.1
4239,2018-02-06,3.1,0.0,-0.2,3.3,-2.1
4240,2018-02-07,5.7,21.6,0.4,8.3,-1.0
4241,2018-02-08,5.9,0.0,0.4,1.1,-3.2
4242,2018-02-09,4.2,0.0,-0.7,3.9,-2.1
4243,2018-02-10,2.1,13.5,5.6,10.6,3.3
4244,2018-02-11,2.8,32.5,7.6,15.6,5.6
4245,2018-02-12,6.7,0.0,8.9,17.2,1.1
4246,2018-02-13,4.2,0.0,0.6,3.3,-2.7
4247,2018-02-14,3.6,2.5,4.7,12.2,2.2
4248,2018-02-15,3.5,3.6,10.6,16.1,8.3
4249,2018-02-16,6.1,2.8,13.4,15.0,2.8
4250,2018-02-17,4.3,15.2,2.2,3.9,-1.0
4251,2018-02-18,4.2,0.5,3.1,7.2,0.6
4252,2018-02-19,3.0,0.8,5.3,9.4,0.6
4253,2018-02-20,3.7,0.0,12.2,21.1,8.3
4254,2018-02-21,4.6,0.5,16.6,26.1,10.0
4255,2018-02-22,5.4,2.8,10.3,14.4,2.8
4256,2018-02-23,4.3,1.8,3.2,6.7,2.2
4257,2018-02-24,3.6,1.8,8.2,12.2,6.1
4258,2018-02-25,4.3,19.6,5.7,7.2,4.4
4259,2018-02-26,4.1,0.0,7.8,11.1,6.7
4260,2018-02-27,3.9,0.0,8.5,13.9,4.4
4261,2018-02-28,4.4,0.0,9.7,16.7,5.6
4262,2018-03-01,3.7,10.7,12.5,15.0,6.1
4263,2018-03-02,11.2,44.7,5.5,6.7,2.2
4264,2018-03-03,10.1,0.0,4.8,8.3,3.3
4265,2018-03-04,8.5,0.0,5.5,6.7,1.7
4266,2018-03-05,7.1,0.0,3.1,5.6,1.7
4267,2018-03-06,4.2,0.0,4.2,8.3,1.1
4268,2018-03-07,8.4,22.9,2.6,3.9,1.1
4269,2018-03-08,5.7,0.0,3.0,5.6,1.1
4270,2018-03-09,7.8,0.0,2.7,6.7,-0.5
4271,2018-03-10,6.8,0.0,3.0,5.0,0.6
4272,2018-03-11,4.7,0.0,3.8,7.8,1.1
4273,2018-03-12,5.9,1.0,3.4,6.1,0.6
4274,2018-03-13,7.5,5.6,2.9,5.6,1.1
4275,2018-03-14,8.6,0.0,2.6,5.6,0.0
4276,2018-03-15,7.4,0.0,3.7,8.9,1.1
4277,2018-03-16,9.1,0.0,3.1,4.4,0.0
4278,2018-03-17,6.8,0.0,2.4,8.9,-1.6
4279,2018-03-18,5.1,0.0,3.0,6.7,-1.0
4280,2018-03-19,3.9,0.0,4.3,8.3,1.1
4281,2018-03-20,5.8,0.0,2.2,3.9,-0.5
4282,2018-03-21,7.6,16.0,2.1,4.4,0.0
4283,2018-03-22,7.3,0.3,4.2,10.6,0.6
4284,2018-03-23,5.5,0.0,5.9,10.0,2.8
4285,2018-03-24,5.0,0.0,6.3,10.6,2.8
4286,2018-03-25,5.4,0.0,4.7,6.7,1.7
4287,2018-03-26,4.4,0.0,4.7,10.0,1.1
4288,2018-03-27,3.0,0.3,4.1,7.2,1.7
4289,2018-03-28,2.7,0.8,6.5,11.1,3.9
4290,2018-03-29,3.0,0.5,9.8,11.7,7.8
4291,2018-03-30,4.7,1.0,10.1,15.6,6.1
4292,2018-03-31,5.0,0.0,8.4,13.9,4.4
4293,2018-04-01,5.2,0.0,10.2,15.0,6.1
4294,2018-04-02,3.8,14.0,4.3,6.1,0.0
4295,2018-04-03,4.1,6.9,4.9,6.7,3.9
4296,2018-04-04,6.6,3.0,7.7,13.9,5.0
4297,2018-04-05,8.1,0.0,5.3,7.8,1.7
4298,2018-04-06,5.0,2.3,7.1,16.7,2.8
4299,2018-04-07,5.7,0.0,7.6,9.4,3.3
4300,2018-04-08,7.0,0.0,3.8,7.2,0.6
4301,2018-04-09,4.7,0.0,3.7,9.4,0.6
4302,2018-04-10,4.3,0.0,6.2,10.0,4.4
4303,2018-04-11,3.3,0.0,6.9,11.1,3.3
4304,2018-04-12,4.4,0.0,10.3,15.6,7.8
4305,2018-04-13,5.5,0.0,18.6,27.8,15.0
4306,2018-04-14,5.7,0.0,16.4,20.6,7.2
4307,2018-04-15,9.7,9.1,6.9,7.8,3.9
4308,2018-04-16,9.0,63.5,8.1,16.1,4.4
4309,2018-04-17,6.8,0.0,7.9,8.3,4.4
4310,2018-04-18,5.4,0.0,7.1,12.8,3.9
4311,2018-04-19,6.3,3.8,7.9,8.9,4.4
4312,2018-04-20,7.5,0.0,6.2,10.0,3.3
4313,2018-04-21,5.4,0.0,9.3,16.7,5.0
4314,2018-04-22,3.8,0.0,12.9,18.3,7.8
4315,2018-04-23,3.6,0.0,11.9,18.3,7.2
4316,2018-04-24,4.5,0.8,12.7,18.9,7.8
4317,2018-04-25,4.9,13.0,13.4,16.1,10.0
4318,2018-04-26,5.4,4.3,15.3,21.1,11.7
4319,2018-04-27,3.6,1.3,12.5,13.9,9.4
4320,2018-04-28,3.8,1.8,13.7,18.9,10.6
4321,2018-04-29,6.5,3.8,12.3,14.4,8.9
4322,2018-04-30,6.8,0.0,9.4,11.1,6.7
4323,2018-05-01,4.1,0.0,15.7,27.8,10.0
4324,2018-05-02,5.7,0.0,24.9,32.2,18.3
4325,2018-05-03,4.7,0.3,27.9,33.9,21.1
4326,2018-05-04,4.1,0.0,24.3,28.9,20.0
4327,2018-05-05,5.0,0.0,21.3,24.4,16.1
4328,2018-05-06,3.6,0.0,17.0,20.0,12.2
4329,2018-05-07,3.0,0.0,16.7,23.9,13.3
4330,2018-05-08,2.9,0.0,16.6,22.2,12.2
4331,2018-05-09,2.8,0.0,17.5,23.3,12.2
4332,2018-05-10,3.0,4.8,15.2,18.9,13.3
4333,2018-05-11,4.7,0.0,18.4,22.8,15.6
4334,2018-05-12,3.8,5.1,15.1,17.8,11.7
4335,2018-05-13,3.3,2.0,12.0,13.3,11.1
4336,2018-05-14,2.8,0.5,14.7,21.7,11.1
4337,2018-05-15,4.1,11.2,20.6,33.3,15.6
4338,2018-05-16,3.9,10.7,17.2,18.3,12.8
4339,2018-05-17,2.4,6.1,15.7,22.8,12.8
4340,2018-05-18,5.6,0.0,18.3,19.4,13.3
4341,2018-05-19,4.6,16.3,12.4,13.3,10.0
4342,2018-05-20,4.3,0.0,19.3,28.9,12.8
4343,2018-05-21,3.4,0.0,20.5,26.1,15.6
4344,2018-05-22,2.4,5.3,18.1,21.1,13.3
4345,2018-05-23,3.2,5.3,19.0,27.8,13.9
4346,2018-05-24,3.8,0.0,23.6,30.0,18.9
4347,2018-05-25,5.3,0.0,25.5,31.7,20.0
4348,2018-05-26,3.7,0.0,27.9,33.3,23.9
4349,2018-05-27,6.9,13.5,20.4,27.8,13.3
4350,2018-05-28,3.6,0.0,15.7,21.1,13.3
4351,2018-05-29,2.9,0.0,22.7,30.6,17.2
4352,2018-05-30,4.0,0.0,20.6,25.0,15.6
4353,2018-05-31,3.5,1.3,17.8,21.1,16.7
4354,2018-06-01,2.9,1.3,20.6,27.8,17.2
4355,2018-06-02,4.1,0.3,25.3,30.6,19.4
4356,2018-06-03,5.8,7.6,18.7,19.4,11.7
4357,2018-06-04,4.4,8.9,15.0,22.2,11.1
4358,2018-06-05,4.2,0.0,19.8,25.0,15.0
4359,2018-06-06,3.5,0.0,18.4,21.7,15.6
4360,2018-06-07,4.3,0.0,17.8,21.7,16.1
4361,2018-06-08,3.3,0.0,21.0,28.3,16.7
4362,2018-06-09,3.4,0.0,24.2,27.2,20.6
4363,2018-06-10,2.6,0.3,21.3,22.8,16.1
4364,2018-06-11,3.9,0.0,18.4,22.8,15.6
4365,2018-06-12,4.5,0.0,19.1,23.9,15.6
4366,2018-06-13,4.0,0.8,20.7,27.2,18.3
4367,2018-06-14,6.8,0.0,25.3,30.0,21.1
4368,2018-06-15,4.5,0.0,22.1,25.0,18.3
4369,2018-06-16,2.7,0.0,23.9,30.0,19.4
4370,2018-06-17,3.0,0.0,26.3,32.8,19.4
4371,2018-06-18,5.4,1.3,27.8,33.3,23.3
4372,2018-06-19,4.7,1.3,28.6,31.7,24.4
4373,2018-06-20,3.4,0.3,24.7,28.9,20.6
4374,2018-06-21,3.1,27.4,23.7,30.0,18.9
4375,2018-06-22,5.0,2.5,22.4,23.9,17.8
4376,2018-06-23,4.7,0.0,18.5,19.4,16.7
4377,2018-06-24,3.8,0.3,22.2,31.1,18.3
4378,2018-06-25,4.9,0.0,24.4,27.8,20.0
4379,2018-06-26,5.1,0.0,22.0,25.0,17.8
4380,2018-06-27,5.6,1.8,21.9,23.9,20.0
4381,2018-06-28,4.2,37.6,24.1,30.6,21.7
4382,2018-06-29,4.1,0.0,27.0,33.3,22.2
4383,2018-06-30,2.7,0.0,29.3,35.6,22.8
4384,2018-07-01,2.6,0.0,31.1,36.1,26.1
4385,2018-07-02,4.1,0.0,30.5,35.0,25.0
4386,2018-07-03,3.3,0.3,28.4,32.8,26.1
4387,2018-07-04,3.5,0.0,27.9,32.2,25.6
4388,2018-07-05,4.9,0.0,28.3,32.2,25.6
4389,2018-07-06,5.6,2.3,27.1,28.3,21.1
4390,2018-07-07,5.1,0.0,22.0,25.6,17.8
4391,2018-07-08,2.8,0.0,22.9,28.9,19.4
4392,2018-07-09,3.7,0.0,25.4,32.2,20.6
4393,2018-07-10,3.1,0.0,28.4,36.1,23.3
4394,2018-07-11,4.4,0.0,27.6,30.6,24.4
4395,2018-07-12,3.7,15.0,25.0,29.4,19.4
4396,2018-07-13,3.6,0.0,25.3,30.0,21.7
4397,2018-07-14,4.4,8.4,26.9,32.8,22.2
4398,2018-07-15,3.0,17.8,26.1,30.6,21.7
4399,2018-07-16,3.7,0.0,28.8,33.9,25.0
4400,2018-07-17,4.6,40.6,27.8,31.7,22.2
4401,2018-07-18,4.9,0.0,25.1,29.4,21.7
4402,2018-07-19,4.0,0.0,24.4,28.3,20.0
4403,2018-07-20,3.9,0.0,24.7,28.9,21.1
4404,2018-07-21,6.4,10.9,23.3,26.1,19.4
4405,2018-07-22,7.6,15.2,24.2,28.9,22.2
4406,2018-07-23,6.8,2.8,26.4,30.0,23.9
4407,2018-07-24,7.4,0.0,27.3,30.6,25.0
4408,2018-07-25,6.4,19.3,25.8,27.2,23.3
4409,2018-07-26,3.4,0.0,26.0,31.7,23.3
4410,2018-07-27,3.6,1.5,28.2,32.2,22.8
4411,2018-07-28,3.0,0.0,25.8,31.7,22.2
4412,2018-07-29,3.5,0.0,26.1,28.9,22.8
4413,2018-07-30,3.0,0.0,25.4,27.8,22.8
4414,2018-07-31,3.5,0.0,24.6,28.3,21.7
4415,2018-08-01,5.2,1.0,26.9,33.9,23.9
4416,2018-08-02,3.7,5.3,29.0,33.3,25.6
4417,2018-08-03,4.1,4.8,27.4,30.6,24.4
4418,2018-08-04,3.4,34.0,26.6,31.7,23.3
4419,2018-08-05,2.0,0.0,29.6,34.4,25.0
4420,2018-08-06,2.9,0.0,30.7,35.0,27.2
4421,2018-08-07,4.3,0.0,29.8,33.3,24.4
4422,2018-08-08,3.0,0.0,28.6,33.9,25.0
4423,2018-08-09,4.3,14.5,28.7,32.2,23.9
4424,2018-08-10,2.8,0.0,28.1,32.8,24.4
4425,2018-08-11,3.4,49.5,25.1,28.3,21.7
4426,2018-08-12,4.3,0.0,24.9,28.9,22.8
4427,2018-08-13,5.3,15.5,23.7,23.9,22.2
4428,2018-08-14,3.5,14.7,24.7,30.6,22.2
4429,2018-08-15,5.0,0.0,26.3,32.8,22.8
4430,2018-08-16,3.7,0.0,29.6,33.9,26.1
4431,2018-08-17,4.7,15.5,29.8,32.8,23.3
4432,2018-08-18,4.0,1.5,27.3,32.2,22.2
4433,2018-08-19,5.7,3.3,22.6,23.9,21.1
4434,2018-08-20,4.3,0.0,22.1,25.0,20.0
4435,2018-08-21,3.9,1.8,22.9,27.2,20.0
4436,2018-08-22,5.6,7.1,25.8,30.6,22.8
4437,2018-08-23,5.1,0.0,23.6,26.7,20.0
4438,2018-08-24,3.6,0.0,24.8,29.4,21.1
4439,2018-08-25,3.1,0.0,24.5,27.2,21.7
4440,2018-08-26,4.1,0.0,24.9,29.4,21.7
4441,2018-08-27,3.0,0.0,28.3,32.8,25.0
4442,2018-08-28,4.1,0.0,31.4,36.7,27.2
4443,2018-08-29,4.5,0.0,32.7,36.1,28.9
4444,2018-08-30,4.7,0.0,30.8,32.8,26.1
4445,2018-08-31,5.5,0.5,25.3,26.1,22.2
4446,2018-09-01,4.2,0.0,23.2,26.1,21.1
4447,2018-09-02,3.1,0.0,24.2,27.8,21.1
4448,2018-09-03,3.1,0.0,27.9,33.9,25.0
4449,2018-09-04,3.3,0.0,30.1,33.9,26.7
4450,2018-09-05,3.7,0.0,29.2,32.8,26.1
4451,2018-09-06,3.6,5.6,29.2,35.6,24.4
4452,2018-09-07,5.0,0.0,24.3,25.0,21.7
4453,2018-09-08,5.2,0.3,21.3,22.8,17.2
4454,2018-09-09,6.8,7.1,17.1,18.9,15.0
4455,2018-09-10,7.1,23.9,16.5,19.4,13.9
4456,2018-09-11,2.5,0.8,19.8,23.9,17.8
4457,2018-09-12,3.4,3.0,23.2,25.6,22.2
4458,2018-09-13,5.1,3.6,22.8,25.0,21.1
4459,2018-09-14,4.8,0.0,22.7,25.0,21.1
4460,2018-09-15,2.7,0.0,23.4,27.8,20.6
4461,2018-09-16,2.2,0.0,24.3,30.0,21.1
4462,2018-09-17,3.8,1.0,23.9,26.7,21.7
4463,2018-09-18,3.9,50.5,24.8,28.3,22.2
4464,2018-09-19,3.4,0.0,24.2,27.8,20.6
4465,2018-09-20,4.1,0.0,20.7,22.8,18.9
4466,2018-09-21,5.6,0.0,21.5,23.3,20.0
4467,2018-09-22,5.1,0.0,22.6,24.4,17.8
4468,2018-09-23,3.7,0.0,18.1,20.0,16.7
4469,2018-09-24,6.7,0.0,18.3,22.2,15.6
4470,2018-09-25,6.1,28.7,19.0,25.6,15.6
4471,2018-09-26,4.2,3.8,24.4,28.3,22.2
4472,2018-09-27,5.1,0.3,21.1,23.9,17.2
4473,2018-09-28,4.0,21.1,17.4,18.9,14.4
4474,2018-09-29,3.0,0.0,18.9,23.9,15.0
4475,2018-09-30,3.2,0.0,18.4,22.8,14.4
4476,2018-10-01,3.1,0.0,21.2,25.6,18.3
4477,2018-10-02,4.3,14.2,22.7,26.1,19.4
4478,2018-10-03,3.6,0.0,21.8,25.0,18.9
4479,2018-10-04,2.5,1.0,21.3,26.1,17.8
4480,2018-10-05,4.3,0.0,20.3,22.8,16.1
4481,2018-10-06,3.6,0.0,18.7,21.1,17.8
4482,2018-10-07,2.3,0.0,22.8,27.8,21.1
4483,2018-10-08,4.5,0.0,20.9,22.8,18.3
4484,2018-10-09,3.3,0.0,21.8,25.6,19.4
4485,2018-10-10,3.5,0.0,23.8,27.8,21.7
4486,2018-10-11,3.6,16.0,23.4,26.7,21.7
4487,2018-10-12,7.7,13.2,18.3,22.2,12.2
4488,2018-10-13,4.7,1.3,12.2,15.0,9.4
4489,2018-10-14,3.0,0.0,12.9,15.6,10.6
4490,2018-10-15,4.9,1.0,15.8,21.1,12.8
4491,2018-10-16,5.8,0.5,14.3,16.7,9.4
4492,2018-10-17,7.2,0.0,13.2,17.8,8.9
4493,2018-10-18,6.6,0.0,9.6,11.7,6.7
4494,2018-10-19,4.9,0.0,11.3,17.2,7.2
4495,2018-10-20,5.2,1.8,15.0,18.3,12.2
4496,2018-10-21,8.2,0.0,10.7,12.2,6.1
4497,2018-10-22,4.3,0.0,8.3,11.1,5.6
4498,2018-10-23,4.8,0.0,12.6,19.4,8.3
4499,2018-10-24,8.1,0.0,11.0,13.3,7.8
4500,2018-10-25,6.6,0.0,8.8,11.1,6.1
4501,2018-10-26,3.4,0.0,7.3,10.0,5.6
4502,2018-10-27,10.0,25.7,9.4,11.7,7.2
4503,2018-10-28,4.2,1.3,10.2,12.2,8.3
4504,2018-10-29,5.7,0.8,11.8,14.4,9.4
4505,2018-10-30,5.6,0.0,10.2,13.9,7.2
4506,2018-10-31,3.6,0.0,12.6,17.8,7.2
4507,2018-11-01,3.4,0.0,16.9,21.7,13.9
4508,2018-11-02,5.2,2.5,18.6,20.6,17.2
4509,2018-11-03,7.0,5.8,15.4,18.9,10.6
4510,2018-11-04,3.4,0.0,10.6,13.9,7.8
4511,2018-11-05,5.9,8.9,10.7,12.8,9.4
4512,2018-11-06,3.5,21.1,12.2,16.1,10.0
4513,2018-11-07,6.0,0.0,14.9,18.3,11.7
4514,2018-11-08,4.7,0.0,12.4,14.4,7.8
4515,2018-11-09,5.7,18.3,9.0,12.2,6.1
4516,2018-11-10,7.4,0.5,8.8,10.6,3.3
4517,2018-11-11,4.7,0.0,4.9,8.9,2.2
4518,2018-11-12,2.4,1.0,6.7,10.0,3.3
4519,2018-11-13,6.1,28.2,9.1,11.7,6.1
4520,2018-11-14,7.6,0.0,4.7,6.1,0.6
4521,2018-11-15,7.0,24.9,0.6,5.0,-1.0
4522,2018-11-16,8.8,7.4,4.8,7.8,2.2
4523,2018-11-17,5.9,0.0,6.5,8.9,4.4
4524,2018-11-18,3.3,0.0,6.1,6.7,4.4
4525,2018-11-19,2.3,0.0,7.7,11.1,4.4
4526,2018-11-20,5.4,0.0,7.7,8.3,5.0
4527,2018-11-21,7.0,0.0,5.3,7.2,-2.1
4528,2018-11-22,8.3,0.0,-2.9,-1.6,-7.1
4529,2018-11-23,3.3,0.0,-4.8,0.0,-8.2
4530,2018-11-24,4.9,22.1,2.5,9.4,0.0
4531,2018-11-25,4.6,16.8,9.8,13.3,8.3
4532,2018-11-26,6.2,21.8,9.7,12.2,6.7
4533,2018-11-27,7.6,0.5,7.0,8.9,3.3
4534,2018-11-28,8.7,0.0,4.3,5.6,2.8
4535,2018-11-29,8.7,0.0,5.9,7.8,4.4
4536,2018-11-30,2.4,0.3,4.8,6.1,3.9
4537,2018-12-01,2.8,1.0,5.3,7.2,3.3
4538,2018-12-02,3.5,20.3,7.9,13.9,5.6
4539,2018-12-03,6.5,0.0,12.3,13.3,7.8
4540,2018-12-04,6.9,0.0,5.6,7.8,-0.5
4541,2018-12-05,4.1,0.0,0.6,3.9,-1.6
4542,2018-12-06,5.8,0.0,2.2,5.0,0.0
4543,2018-12-07,6.7,0.0,3.2,4.4,-1.6
4544,2018-12-08,4.7,0.0,-0.7,2.2,-3.2
4545,2018-12-09,3.0,0.0,0.7,2.8,-1.0
4546,2018-12-10,4.4,0.0,1.5,4.4,-1.0
4547,2018-12-11,3.6,0.0,1.7,5.0,-1.0
